Category,Date,Location,Text
abuse,"September 23, 2023",Ondo,"A man, identified as Pelumi Folorunsho, has allegedly sodomised his eight-year-old step-brother.NIGERIACRIME learnt that Folorunsho, who committed the act at No. 3a, Odige Street, NEPA area of Akure on September 16, 2023, has been remanded by the Ondo State Family Court sitting in Akure, the state capital.Information that reached this medium indicated that the suspect was caught by his neighbours while committing the act at his residence.Following his arrest by men of the Ondo State Police Command, Folorunsho was arraigned before the family court on a one-count charge of indecent assault.The police prosecutor, Mr Martins Olowofeso, told the court that the defendant committed the offence at about 3 p.m. on September 16, 2023, at their residence, adding that the defendant sexually assaulted his step-brother and caused him harm.READ ALSO: Illegal Gun Factory Uncovered In KadunaHe said, “That you, Pelumi Folorunsho, ‘m’ on September 16, 2023, at 3 pm at No 3a, Odige, NEPA area of Akure in the Ondo State Magisterial District, did indecently assault an 8-year-old boy, by intentionally penetrating his anus with your penis, and thereby committed an offence contrary to and punishable under Section 3(1) (a) of the VAPPLAW of Ondo State of Nigeria, 2021”.He added that the defendant removed the victim’s trousers and forcefully inserted his manhood into his anus when his parents were not around.In his ruling the magistrate, F.A Aduroja,  ordered the defendant to be remanded in police custody pending when judgment will be delivered.He also ordered him to clear bushes around the police station for two weeks and adjourned the case to October 5, 2023, for judgment.In another news, the National Emergency Management Agency on Saturday confirmed that there was no casualty in the three-storey building that collapsed at Ikpoh Street, Surulere, Lagos.Territorial Coordinator, NEMA, Mr Ibrahim Farinloye, confirmed the incident to the News Agency of Nigeria in Lagos.The building came down at about 10.00 p.m. on Friday at No. 14 Ikpoh Street Surulere."
abuse,"September 19, 2023",Ogun,"Staff and students of the Heritage Group of Schools in Ofada Town in Obafemi Owode Local Government Area of Ogun State were taken aback as a 43-year-old male teacher was accused of defiling a 13-year-old male pupil.According to reports, the teacher, Joshua Olufemi, have molested his victim through his anus over six times.It was gathered that Olufemi carried out the actions in his room during lesson hours.According to an anonymous source, the suspect was teaching Mathematics at the junior secondary school and Further Mathematics at the senior secondary schools of the Heritage Group of schools until he was apprehended by the police on Thursday.The case was reported at the Owode Egba Divisional Police Station by the mother of the victim, simply identified as Stella.The police in the division were said to have begun an investigation into the matter after arresting and detaining Olufemi for the alleged crime.While confirming the incident to our correspondent on Sunday, the state Police Public Relations Officer, Odutola Omolola, who confirmed the suspect’s arrest, said an investigation was ongoing to unravel more details about the teacher’s conduct.READ ALSO: Four Suspects Linked To Rivers DPO’s Murder Killed, Three ArrestedIn another news, gunmen suspected to be terrorists have abducted the Zamfara State correspondent of Violence Voice of Nigeria, VON, Hamisu Damgipga.The criminals are now demanding a ransom of one million niara for his release.A brother to the victim, known as Damgipga junior, confirmed the incident, saying the journalist was kidnapped at his residence in the Samaru area of Gusau.Members of his family and neighbours stormed the Secretariat of the Correspondents chapel, to report the disappearance of their relation.“They also shared with journalists text messages from the bandits, demanding the sum of one million Naira to be paid on or before Friday this week”.When contacted, the spokesman of the State Police Command, ASP Yazeed Abdulahi confirmed the incident, saying that they were not bandits but criminals looking for livelihood.He said the anti-violence unit of the command had been deployed to the area for his release, pointing out that he is very much in Gusau and not in any forest.“This is to show that the operation was not done by bandits otherwise they would have taken him into the forest”"
abuse,"September 15, 2023",Abuja,"The shocking news of the defilement of a four-year-old girl left the Abuja Quarters of the Katsina metropolis in shock.The minor was allegedly molested by a 65-year-old man, identified as Haruna Wanzam (also known as Baba Tsoho).Speaking, while parading the suspect, the Police Public Relations Officer (PPRO) of the state, ASP Abubakar Sadiq, said, “The arrest followed a distressing report from the young victim’s father to the Dandagoro Divisional Police Headquarters. Detectives from the Katsina State Police Command swiftly initiated an investigation, resulting in the suspect’s arrest on September 7, 2023.“During the investigation, Haruna Wanzam confessed to his involvement in the disturbing incident. It was revealed that he took advantage of the minor’s parents’ absence during a visit and lured and molested the four-year-old girl.“The suspect will face legal proceedings in accordance with Nigerian law. The Katsina State Police Command encourages citizens to promptly report any suspicious activities or incidents to ensure the safety and protection of all residents, especially children.”READ ALSO: Delta Govt Begins Investigation As 20-storey Building CollapsesIn another news, a 24-year-old trader, James Ovie, on Friday appeared before an Okitipupa Chief Magistrates’ Court, Ondo State, over alleged theft of an Oraimo power bank worth N35, 000.The defendant, whose address was not provided, is facing a one-count charge of stealing.He, however, pleaded not guilty to the charge brought against him by the police.The prosecutor, ASP Zedekiah Orogbemi, told the court that the defendant committed the theft on July 18 by 4. 00 p.m. at Ijokodo in Okitipupa.Orogbemi said the defendant stole the power bank from a shop owned by one Mr Godwin Nwani, an offence that contravened Section 390 (9) of the Criminal, Laws of Ondo State, 2006.The Chief Magistrate, Mr Cletus Ojuola, granted the defendant bail in the sum of N100,000 and a surety in like sum.Ojuola held that the surety must reside within the court’s jurisdiction and provide evidence of two years’ tax payment to the Ondo State Government.He adjourned the case until Sept. 22, for hearing."
abuse,"August 31, 2023",Lagos,"A 23-year-old unemployed man, Chibueze Amechi, was on Thursday remanded by an Ikorodu Chief Magistrates’ Court in Lagos State for allegedly abducting and defiling a 16-year-old girl.Amechi of no known address, is facing a two-count charge of abduction and defilement.The Chief Magistrate, Mrs A.B. Olagbegi-Adelabu, who did not take the defendant’s plea, ordered that he should be remanded at the Kirikiri custodial facility.She ordered that the case file should be sent to the State Director of Public Prosecutions for advice.Olagbegi-Adelabu adjourned the case until October 12 for mention.Earlier, the prosecutor, Mrs Olawunmi Osibanjo, the court that Amechi committed the offences on July 24 at about 6:00 p.m. at Evergreen Road, Araromi area of Imota, Ikorodu, Lagos.Osibanjo said that Amechi abducted the 16-year-old from the custody of her parents to his house for one month.The prosecutor also said that the accused person had carnal knowledge of the girl in contravention of Sections 269 and 137 of the Criminal Law of Lagos State, 2015.READ ALSO: Two Arrested As Yobe Police Smash Kidnapping RingIn another development, the Adamawa Emergency Management Agency (ADSEMA) has confirmed that no fewer than five persons have been swept away by flood in different parts of the state.This was made known by the Executive Secretary of ADSEMA, Dr Suleiman Muhammad, on Thursday.Muhammad said many homes and business premises in Fufore, Yola South and Mubi South Local Government Areas had also been affected by the flood.He advised residents of riverine communities in the state to be more vigilant following the recent closure of the Lagdo dam in Cameroon.The agency recently held a stakeholders meeting, where it urged residents of flood-prone communities to relocate to safer places, he said.Muhammad said the sensitisation campaigns concerning the flood were still ongoing across the 21 local government areas of the state.“Residents of flood-prone areas are advised to adhere to the instructions given by experts. They have to be very vigilant.“More rain will fall, we cannot say that it is over yet. People must be safety conscious,” he said.The ADSEMA boss expressed the commitment of the agency to effectively perform its role of managing emergency situations in the state."
abuse,"August 25, 2023",River,"Two female students at the Rivers State University in Port Harcourt were sexually assaulted by armed robbers who invaded some hostels to dispossess students of their valuables.Nigeriacrime.com gathered the criminals who invaded Female Hostel D late Wednesday night and operated at will without interruption.The robbers who were armed with guns and machetes, stormed and raided the hostels before resorting to sexually harassing at least two of their female victims.The development had caused an uproar as female students took to protest within the campus, decrying repeated criminal attacks in their hostels.Some of the students who spoke on condition of anonymity said they have been repeatedly harassed by criminals, adding that the state university has not been proactive in tackling the insecurity.One of the protesters said: “The boys come into the hostel from the backside where our laundering room is. They fingered some girls, raped some and took many phones and laptops. After all these the school security is telling us to wait, wait for what? If we are their daughters will they allow this to happen to them?”Another of the protesters claimed that the individuals were allowed access into the school late at night if they could pay N1000 to bribe the security personnel mounting the gates, adding that the school security was complicit in the incident.She said: “There is no way you will say these criminals came from inside the school they came from the outside. If you are coming from outside that late you have to bribe the school security N1000. They will take 1000, then they will allow you inside the school.“If they broke through the school security it then means the school security is involved. There were gunshots, there is no way the school security will claim they did not hear and the Mile 3 police is just here but they did not do anything.”Meanwhile, police personnel led by the Chief Security Officer of the university, Chief Chukuwma Ebere, arrived at the scene to plead with the protesting students with the assurance that they would address the issues.Confirming the development, the State Police Public Relations Officer, Grace Iringe-Koko, a Superintendent of Police, quickly said normalcy has since been restored in the institution.Iringe-Koko said: “The Rivers State Police Command, having received a report of an armed robbery attack at the Rivers State University female hostel, the CP directed the DC Operations, Area Commander, Port Harcourt, and the DPO Nkpolu to provide adequate security on the campus.“The Rivers State Commissioner of Police, CP Nwonyi Polycarp Emeka, has called for vigilance and urged students, parents, and the school management to take advantage of the Police Control Room numbers for reporting suspicious activities.”"
abuse,"August 18, 2023",Katsina,"A 25-year-old man, Jibrin Yusuf, is currently being investigated by operatives attached to the Katsina State Police Command over the tragic death of an eight-year-old girl in Kanon-Haki village, within the Faskari Local Government Area of the StateNigeriacrime.com learned that the father of the deceased engaged the services of the suspect to transfer fertilizer between two of his farms situated on the outskirts of the village.According to ASP Sadiq Abubakar, the Police Public Relations Officer, Katsina Command, the suspect is alleged to have brutally murdered the young girl, employing a sharp knife to slaughter her throat, and subsequently disposed of her lifeless body on another farmland. Thereafter, concealed the tragic scene by covering the victim’s remains with leaves.Aggravating, the situation further, ASP Sadiq revealed that Jibrin Yusuf made off with three bags of fertilizer from the premises.Recounting the ordeal that led to the arrest of the suspect, the Katsina Police PRO said:“On August 2 at about 2:30 PM hours, Hassan Jibrin, the father of the deceased, engaged the services of the suspect to transfer fertilizer between two of his farms situated on the outskirts of the village. The victim, entrusted with guarding the fertilizer, was left alone as her father attended to labourers on another farm. Taking advantage of the situation, the suspect forcibly abducted the innocent girl to a nearby farmland. There, he reportedly subjected her to a horrifying ordeal, involving rape and ultimately, slaughtering her.”Sadiq continued, “After committing this heinous act, the suspect callously relocated the victim’s body to yet another farmland. He attempted to hide the evidence by concealing the body beneath a cover of leaves and also made away with three bags of fertilizer, compounding his grave misdeeds.”According to the Police PRO, the swift response of diligent detectives led to the apprehension of the suspect who in the course of investigation confessed to his reprehensible actions, noting that the stolen bags of fertilizer were also successfully recovered from the suspect."
abuse,"August 17, 2023",Lagos,"Greater Scholars International School in the Ajah area of Lagos State have been shut down by the state government over the defilement of a four-year-old pupil.According to information available to NIGERIACRIME, the school’s security guard, David James, on April 27, 2023 defiled the pupil under the guise of cleaning her up.The 23-year-old suspect was immediately arraigned and remandedJames has since been arraigned for the offence and remanded by Mrs B.O. Osunsanmi of Magistrate’s Court 1, Ogba, on one count of sexual assault.The pupil’s parents, Mr and Mrs Olusola, had on May 25, 2023, called on the state government to shut down the school.During a protest held in front of the school gate, placards-wielding concerned persons including friends, family members and representatives of non-governmental organisations demanded justice for the child while also calling for the closure of the school.Pictures that surfaced online on Wednesday showed that the state Ministry of Education sealed the school.The victim’s father, Mr Olusola, welcomed the development saying, “This means Lagos State Government is working and is willing to do the right thing. We are happy that justice will be served.”READ ALSO: Delta Community Youth Leader AbductedHe said the ongoing court case would resume on September 4, 2023.Meanwhile, residents of Olorunsogo in the Obafemi Owode Local Government Area of Ogun State have bemoaned the blackout being experienced in the community.It was learnt that the two-year blackout is posing a security challenge to residents.The chairman of the area’s Community Development Association, Kazeem Seye, said residents were relocating from the community daily.Kazeem said, “Only God can help us in Olorunsogo. We do not have light for over two years. Some people have left the area due to the electricity problem.“The state of the power supply has affected many businesses in the community. The community is currently left with only a few businesses and it is a setback for residents.”He added that before the current prolonged blackout, the community had never experienced a stable power supply."
abuse,"August 16, 2023",Niger,"A 58-year-old man, identified as Ya’u Ibrahim, has been dragged before the Anguwan Daji Senior Magistrate Court in Minna, Niger State for allegedly defiling a minor in the state.The Presiding Magistrate, Hafsat Abdul Bawa, vowed to give heavy judgement on the minor to serve as deterrent to others in the state.The suspect, who hails from Kundu village in Rafi local government area of the state was charged to court on two count charges of unlawful sexual intercourse with a child and exploitation.The Police Prosecutor, Inspector Aliyu Yakubu Kuta, said the offences contravened section 26 (2) and 27 (2) of the Niger Child Right and Protection Law of Niger State 2021 as amended.According to the Police First Information Report (FIR), “one Abdullahi Dauda, of Kundu village in Rafi local government area had reported to the Kagara Divisional Police Command that the defendant of the same address lured his six years old grand daughter to his room and sexually abused her”.READ ALSO: 10 Suspected Drug Dealers ArrestedThe prosecutor explained that during the police investigation, the 58 years old defendant confessed and admitted to the police that he had sexual intercourse with the six years old child in his room.The suspect pleaded guilty to the two-count charge and begged for leniency when the presiding Senior Magistrate Wuse read to the charges to the defendant.Aligning with the submission of the Prosecutor on the matter, the presiding Senior Magistrate declared that the offence which the defendant is standing trial for is grievous in nature and ordered him to be remanded in correctional facility.She said, “Let’s get the police investigating officer’s report, the accused statement to the police and his admittance in court for the court to arrive at passing heavy punishment on him to serve as a deterrent to others”.She adjourned the case to September 11."
abuse,"August 10, 2023",Ogun,"A 20-year-old man, Hammed Lawal, is currently been investigated by the Ogun State Police Command for allegedly defiling an 11-year-old girl in a local bathroom at Aiyepe Ijebu, Odogbolu Local Government Area of Ogun State.Nigeriacrime.com learned that the suspect had been harassing the victim sexually for a long time before he eventually defiled her.Confirming the suspect’s arrest, the Public Relations Officer, Ogun State Police command Omolola Odutola, said the incident in a statement made available to newsmen in Abeokuta, the State capital, and said the suspect is currently in police net at the Odogbolu police headquarters.According to Odutola, the victim’s father reported at Odogbolu division that Lawal, a resident of 5, Aba quarters, “unlawfully had carnal knowledge of his daughter inside his bathroom.”The parent told the police that the suspect had been “harassing his daughter sexually for a long time, but he did not mention what steps he took to scare the suspect off his daughter.”Odutola stated that the defiled girl had been taken to Odogbolu General Hospital for medical examination, emotional therapy and counselling.While warning that Section 218 of the Criminal Code Act stipulates life imprisonment for any person who has unlawful carnal knowledge of a girl under the age of 13 years, Odutola expressed concern that in the penultimate week, “not less than four defilement cases were reported.”She added that this has prompted the State Commissioner of Police, Abiodun Alamutu, to advise parents to embrace the authoritative and supporting style of parenting skills which in the long run would build obedience, discipline and confidence in their children."
abuse,"August 9, 2023",Jigawa,"Two men, Umar Hassan and Alhassan Hussaini, have been arrested by men of the Nigeria Security and Civil Defence Corps (NSCDC), Jigawa Command for allegedly defiling three minors in Auyo local government, Jigawa State.This was made known on Tuesday by the spokesman of the state’s NSCDC command, CSC Adamu Shehu.According to Shehu, the suspects are both of Ungwar Bayi Quarters in Auyo LGA of the state.The father of the eight-year-old victim had earlier reported the case to the police, leading to the arrest of Umar Hassan on Saturday, 29th of July, 2023.The police image maker said the suspect confessed to having derived pleasure from touching the child’s privates but denied having canal knowledge of her.“It happened when the suspect sent the eight-year-old girl to fetch water for his personal use and on her return lured her to his accommodation and satisfied himself by playing with her.”Furthermore, Adamu said Investigation into the case also led to the arrest of one Alhassan Hussaini whose name was also mentioned as among the suspects abusing other girls.He said the victim also named two of her friends aged 8 and 9 respectively who have been abused by the suspects.READ ALSO: Property firm sealed over N200m dispute in AbujaNSCDC spokesman said the medical examination conducted both at Auyo General Hospital and Sexual Assault and Referral Center (SARC) in Dutse on the child revealed evidence of sexual penetration including bruises and disruptive hymen in both girlsThe case is being investigated after which, the suspects will be charged to court for prosecution.In another development, fire gutted a warehouse in a three storey-building at No. 64 Venn Road in Onitsha, Anambra State late Tuesday.This was confirmed in a statement signed by the Director/Fire Chief of Anambra Fire Service, Mr Martin Agbili, on Wednesday in Onitsha.Agbili said the Anambra Fire Service received a distress call on a fire outbreak in a three-storey building at No 64 Venn Road by Sanish in Onitsha at about 9:46 pm on Tuesday.“We immediately deployed our fire trucks and our diligent firefighters to the scene of the fire.“The cause of the fire is unknown and no life was lost.“The fire partly affected the building and affected the goods at the ground floor as many vacuum flasks in the warehouse were destroyed”, he said.Agbili said his men were able to control the fire from spreading to other buildings around."
abuse,"August 3, 2023",Lagos,"A 40-year-old man, Abdulai Lawal, has been dragged before an Ikorodu Chief Magistrates’ Court for allegedly defiling his neighbour’s three-year-old daughter.The court on Thursday remanded the unemployed man at the Kirikiri correctional facility.The presiding chief magistrate, Mrs A.B Olagbegi-Adelabu, did not take the plea of the accused but referred the case file to the Lagos State Directorate of Public Prosecutions (DPP) for legal advice.Olagbegi-Adelabu also ordered that the defendant be remanded in prison custody pending the advice and adjourned the case till Sept. 14 for mention.Earlier, the Prosecutor, Mrs Olawunmi Osinbajo, alleged that on July 25, Lawal carried the three-year-old into his room while she was playing in the sand outside the house and had carnal knowledge of her.Osinbajo, said the incident happened at Owutu, in “Agric’’ area of Ikorodu, Lagos State.She added that when the child’s mother went searching for her daughter and calling out her name in shrieks, the child emerged from Lawal’s room with blood stains on her leg and clothes.The mother quickly reported the case to the police, leading to Lawa’s arrest, Osinbajo said.She said Lawal’s offence contravened the Criminal Laws of Lagos State (2015).READ ALSO: We haven’t received order for Military Intervention in Republic of Niger – DHQMeanwhile, a man simply identified as David has allegedly attacked a security guard with a knife after making his way into Paradise Estate, by scaling fences from adjoining University View Estate, at Olokonla in the Sangotedo area of Ajah, Eti-Osa Local Government Area, Lagos.It was gathered on Wednesday that David jumped into the estate on Saturday.It was learnt that the suspect claimed that he decided to jump into the estate to escape from some persons who he said were pursuing him.One of the estate’s security guards, identified simply as Rafel, who spoke with our correspondent, said, “The suspect claimed to have been under threat by people who chased him.“When asked why he was being chased and what his offence was, he refused to disclose his offence. He attacked my partner, Sunny, with a knife while the interrogation was ongoing.“He (David) wanted to throw the knife but he couldn’t as his attempt failed. He was then caught again. He then narrated how he made his way into the estate from University View Estate.”Items recovered from the suspect include clothes, shoes and a knife.Contacted, the state Police Public Relations Officer, Benjamin Hundeyin, could not be reached for comment as his mobile phone rang out and a message sent to him had yet to be responded to as of the time of filing this report was filed."
abuse,"August 2, 2023",Jigawa,"Two rapists who were discovered to be infected with HIV and Hepatitis, along with three others are currently being investigated by the Jigawa State Police Command for molesting a teenager.Nigeriacrime.com learned that the two suspects lured the victim to the room of Rabiu Ibrahim of Jahun LGA and both had carnal knowledge of her.Confirming the arrest, the
Command’s spokesperson, DSP Lawan Shiisu on Tuesday, revealed the horrifying details of the crimes committed against the young victim.DSP Shiisu said the victim is a seller of Tofu (Awara) who was lured by the rapists in the process of hawking the local dish.According to him, At about 10 PM on Friday, information from a reliable source revealed that, on the same date at about 8 PM, a 14-year-old girl, went out to hawk Tofu (Awara), in the process, one Aliyu Sani aged 50 years, lured her to the room of Rabiu Ibrahim 45 years all of Jahun LGA and both had carnal knowledge of her.“Investigation at SCID Dutse revealed that one Idris Haruna aged 38 years, Rabiu Inuwa aged 50 years and Hussaini Mato aged 32 years all of Jahun Town, Jahun LGA were also engaged in sexual intercourse with her severally at different date, places and time.“Furthermore, all the suspects and the victim were taken to Sexual Assault Referral Center Dutse (SARC Dutse) for medical examination, in the course of examination, one suspect name withheld was confirmed HIV positive (+), while another suspect tested hepatitis positive (+) by a medical practitioner. Fortunately, the victim was tested negative (-).“The suspects will be arraigned in court for possible prosecution,” DSP Shiisu however stated."
abuse,"July 26, 2023",Ondo,"An Akure High Court has sentenced a 37-year-old farmer, identified as Joseph Agbomu to life imprisonment for defiling his neighbour’s 6-year-old daughter.The farmer, who was dragged before the Justice Yemi Fasanmi-led court on March 18, 2019 was found guilty of rape.The presiding judge ruled that the prosecutor was able to prove that the convict was guilty of the allegation.The court particularly noted the compelling testimony by the victim, whose account was corroborated by the nominal complainant, the father of the adolescent.Justice Fasanmi, while noting that the victim regarded Agbomu as a father figure due to connections as kinsmen, highlighted the severe physical, emotional, and psychological trauma inflicted upon the six-year-old.The judge added that the victim’s trust was shattered by the abhorrent actions of the perpetrator, leaving a lasting impact on her well-being.READ ALSO: Two Pistols Concealed In Cargo Uncovered By CustomsThe court’s ruling acknowledged the gravity of the offense committed by Agbomu, recognizing the irreversible harm caused to the young girl and the need for justice to be served. Consequently, the judge imposed a life sentence on the defendant.Meanwhile, a 17-year-old boy simply identified as Clinton has reportedly drowned in a dirty swamp in Owhase, a community in the Udu Local Government Area of Delta State.The remains of the deceased are yet to be found, according to reports.According to eyewitnesses, Clinton, in the company of others, went to the swamp around 12 pm today, July 26, to swim, unknown to their parents.It was learnt the friends of the deceased raised an alarm that he had drowned when they could not find him around them.They dashed home to inform their parents and residents of the community, who rushed to the bushy swamp in search of the deceased.At the time of filing this report, the incident had left residents of the area in a state of mourning.Sources, including his friends, disclosed that the deceased did not know how to swim but had been going to the swamp on his own to play without anyone accompanying him before today’s tragedy."
abuse,"July 22, 2023",Abia,"A Magistrate’s Court in Umuahia, Abia State has jailed a HIV patient, Chimela Victor Ekeke, for raping a four-year-old girl in Umahia recently.The 37-year-old convict, who confessed to that he was HIV-positive after he was caught by the minor’s relatives, was jailed for life.He, however, claimed that his viral problem had been “flushed” by his doctor.Ekeke confessed to having carnal knowledge of the minor but pleaded for leniency, claiming that he only used his fingers to touch the private part of the kid while keeping her on his lap.He also blamed the devil for misleading him.The presiding Magistrate, N. Lekwa, pronounced the accused guilty stressing that the court had found him guilty of infant defilement in the last sitting.READ ALSO: JUST IN: Army Launches Operation ‘Hakorin Damisa IV’ To End Plateau KillingsBefore being jailed, the defendant was however discharged on count 1, which is bordered on conspiracy.However, the court ruled that a second defendant in the matter had no common intention or anything linking him to the crime, thereby setting him free.The prosecuting counsel, Okezuonu Obioma applauded the decision of the Court, saying that it was in tandem with the position of the law in defilement of a minor.Meanwhile, the Police in Kaduna State have recovered two AK-47 rifles each loaded with 30 rounds of ammunition.The arms were recovered from criminals fleeing from the police.The spokesperson of the Kaduna Police Command, DSP Muhammad Jalige, explained that “on July 18, 2023, about 2205hrs, the operatives of the Kaduna Police Command while on routine patrol along Hukunyi-Danja Road, a border between Kaduna and Katsina states sighted two persons riding a motorcycle in a very suspicious manner.“The situation prompted the patrol team to give them a hot pursuit and on sensing danger, they immediately ran into the nearby forest to avoid being apprehended.”He further explained that as a result, the luggage of the hoodlums fell off the bike, stressing that when the said luggage was searched, two AK-47 rifles loaded with 30 rounds of live ammunition each were recovered."
abuse,"July 20, 2023",River,"A pastor of a new generation church, Pillar Erekwa, has been sentenced to seven years in prison with hard labour for for defiling and impregnating a 15-year-old girl.The preacher was jailed by a Rivers State Family Court for the offence he committed in Rundele community, Emohua local government area of the state.Upon completion of his jail term, Erekwa was mandated to pay the sum of N500,000 to the family of the teenage girl for the medical bills during the pregnancy period.The presiding Chief Magistrate, Ogeh Elkanah during the proceedings, denied journalists access into the courtroom for coverage of the judgment.Pastor Erekwa had during the arraignment, pleaded guilty to a one-count charge of sexual abuse preferred against him by the State Criminal Investigation and Intelligence Department.Meanwhile, no fewer than eight persons, on Wednesday, escaped death when a truck conveying cows rammed into three other vehicles along the Lagos-Ibadan Expressway.Two persons, however, sustained injuries.The accident, which occurred at the Sagamu-Interchange stretch of the expressway, involved four vehicles including one truck, two Toyota Hiace buses and one Toyota SUV.READ ALSO: Akwa Ibom: Minors Forced Into Prostitution RescuedIt was gathered that the truck conveying cows reportedly lost control and collided with the vehicle in front causing multiple collisions.An eyewitness, Azeez Olayiwola, blamed the accident on a lack of concentration on the part of the truck driver.“I think the truck driver was unaware that there was traffic gridlock in front and he was unable to control the speed of the vehicle when he realised there was traffic, resulting in the multiple collision,” Olayiwola said.Confirming the accident in an interview with our correspondent, the Ogun State Sector Commander of the Federal Road Safety Corps, Ahmed Umar, noted that four vehicles were involved in the collision and eight persons were involved with two of the victims sustaining injuries.“I can confirm that four vehicles were involved in the accident in the early hours of today (Wednesday) which involved eight persons.“Among the eight persons, two were injured and were taken to the hospital for immediate treatment,” Umar said."
abuse,"July 14, 2023",River,"Pastor Piller Erekwa, the resident Pastor at Mgbuola, Ndele parish of the Glorious Covenant Church Emohuan Local Government Area, Rivers state, has pleaded guilty to sexually abusing a  teenager in his churchNigeriacrime.com learned that Pastor Erekwa pleaded guilty to one count charge of sexual abuse preferred against him by prosecuting Rivers State Criminal Investigation and Intelligence Department (SCIID) at the Port Harcourt Magistrate Court 1, presided over by Chief Magistrate Ogeh Elkanah.The accused admitted guilt when the charge read that he, “Mr Piller Erekwa sexually abused a 15-year-old girl in Mgbuola village in Ndele between December 2022 and January 2023 thereby committing an offence punishable by laws of Rivers State.”Trial Magistrate, Elkanah consequently adjourned the matter to 19 July 2023 for facts and sentencing.Pastor Erekwa was arrested penultimate Thursday at Ndele by men of the Rumuji Police Division who transferred him to the SCIID for further investigation.National Coordinator, Centre for Basic Rights Protection and Accountability Campaign, Prince Wiro, who escalated the matter commended the Police and the court for the swift trial.Wiro equally commended the family of the abused victim for not bowing to pressure to settle the case out of court.The Pastor was remanded to the correctional Centre in Port Harcourt pending his sentence on 19 July."
abuse,"July 12, 2023",Abia,"A four-year-old girl (name withheld) has been raped by a 37-year-old man, Chiemela Victor Ekeke, at Eze Ogbulafor Street in Umuahia, Abia State.NIGERIACRIME gathered that the suspect claimed to be from Ndioru in Ikwuano Local Government Area of the state.The suspect allegedly sneaked into the house of the girl’s parents to defile her after the survivor’s mother had gone out to buy some items.According to a source, Ekeke raped and inflicted injuries on the girl’s private part after he had dragged her into one room in the building.The suspects ran out of luck when the mother of the victim returned home to meet her daughter in pain, with drops of blood observed inside the room. The terrified mother raised an alarm, which attracted neighbours to the scene.The alleged rapist was identified by a neighbour who saw him when he entered the house.During interrogation by the crowd, the suspect denied defiling the little girl but claimed that “I only carried her in my laps and touched her in the genitals.”He further claimed that he came to repay the N3,000 debt he owed someone in the yard.READ ALSO: Robbery: Five Arrested In JigawaEkeke, who blamed the devil for his evil act, was later handed over to the Police for investigation and prosecution.Public Relations Officer of the Abia State Police Command, Chioma Maureen Chinaka, confirmed the incident, adding that the command is currently investigating it.In another development, six people were killed in a road accident involving multiple vehicles on Tuesday along the 9th Mile-Ugwu Onyeama road in Enugu.The accident, which involved a petroleum tanker, a Jeep, a GUO Hiace bus, and a truck with a heavy load, had many casualties.Some of the survivors were taken to Our Saviour Medical Centre, 9th Mile, Enugu, the National Orthopaedic Hospital, Enugu, and the Enugu State University of Technology Teaching Hospital, Parklane, for treatment.Speaking after visiting the scene and the hospitals, Enugu State Deputy Governor Ifeanyi Ossai said the remote cause of the accident was yet to be ascertained, as the government was waiting for a report from the institutions responsible to inform them of what happened.“Unfortunately, we lost some lives while a couple of our citizens were injured. We have visited the scene of the accident and various hospitals where the survivors were hospitalised, and we are grateful to the doctors for their prompt interventions. We are also grateful to the security agencies that came for immediate rescue,” he said."
